elo,A_Nc3,C_bw100_Nc3,A_d3,C_bw100_d3,A_Ng5,C_bw100_Ng5,A_O-O,C_bw100_O-O
965.0,0.034589150635837805,0.03452864444081767,0.030721057403776425,0.030752269890798704,0.03458915063583781,0.03452864444081767,0.007960598688634302,0.008006622688155229
970.0,0.034589150635837826,0.03452234375343667,0.030721057403776415,0.030755519624656266,0.03458915063583781,0.03452234375343667,0.007960598688634302,0.008011416386181261
975.0,0.034589150635837805,0.03451539417213026,0.030721057403776418,0.03075910392780713,0.034589150635837805,0.03451539417213026,0.007960598688634302,0.008016704016371369
980.0,0.034589150635837805,0.034507730445708915,0.030721057403776418,0.030763056418474242,0.03458915063583781,0.034507730445708915,0.007960598688634303,0.00802253530060782
985.0,0.03458915063583781,0.034499281105406246,0.030721057403776415,0.030767413912567036,0.034589150635837805,0.034499281105406246,0.007960598688634305,0.008028964710609444
990.0,0.034589150635837805,0.03448996794767099,0.03072105740377641,0.03077221668835114,0.03458915063583781,0.03448996794767099,0.0079605986886343,0.008036051865850775
995.0,0.034589150635837805,0.03447970549076791,0.030721057403776415,0.030777508764174396,0.03458915063583781,0.03447970549076791,0.0079605986886343,0.00804386195236244
1000.0,0.03458915063583782,0.034468400407990374,0.030721057403776425,0.030783338187710545,0.034589150635837805,0.034468400407990374,0.007960598688634303,0.0080524661604774
1005.0,0.034589150635837805,0.034455950941586794,0.030721057403776418,0.030789757334493253,0.034589150635837805,0.034455950941586794,0.0079605986886343,0.008061942138636414
1010.0,0.034589150635837805,0.03444224630309251,0.030721057403776425,0.030796823212672908,0.03458915063583781,0.03444224630309251,0.0079605986886343,0.00807237445920209
1015.0,0.03458915063583781,0.03442716606767717,0.030721057403776415,0.030804597769913858,0.0345891506358378,0.03442716606767717,0.007960598688634302,0.00808385509082299
1020.0,0.034589150635837805,0.03441057957241045,0.030721057403776415,0.030813148197138943,0.03458915063583781,0.03441057957241045,0.007960598688634305,0.008096483870205236
1025.0,0.034589150635837805,0.03439234533105854,0.030721057403776425,0.0308225472223977,0.034589150635837805,0.03439234533105854,0.007960598688634303,0.008110368964157628
1030.0,0.03458915063583781,0.0343723104811868,0.03072105740377643,0.030832873386465044,0.034589150635837805,0.0343723104811868,0.007960598688634303,0.008125627310449166
